编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
6-C!@#从地形和降水条件分析，最易发生泥石流的网格区是	④!@#None!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ④!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ④!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ④!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ④!@#P NN CC NN NN VV PU AD VA VV term DEC NN VC NN!@#P NN CC NN NN VV PU AD VA VV NN DEC NN VC NN!@#!@#!@#!@#10!@#!@#!@#!@#( (IP (VP (PP (P 从) (NP (NN 地形) (CC 和) (NN 降水) (NN 条件))) (VP (VV 分析) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 最)) (VP (VA 易) (IP (VP (VV 发生) (NP (NN 泥石流))))))) (DEC 的)) (NP (NN 网格区))) (VP (VC 是) (NP (NN ④))))))) )!@#!@#!@#!@#指示_0(最易发生泥石流的网格区,④)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#0-6
6-D!@#从地形和降水条件分析，最易发生泥石流的网格区是	⑤!@#None!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ⑤!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ⑤!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ⑤!@#从 地形 和 降水 条件 分析 ， 最 易 发生 泥石流 的 网格区 是 ⑤!@#P NN CC NN NN VV PU AD VA VV term DEC NN VC NN!@#P NN CC NN NN VV PU AD VA VV NN DEC NN VC NN!@#!@#!@#!@#10!@#!@#!@#!@#( (IP (VP (PP (P 从) (NP (NN 地形) (CC 和) (NN 降水) (NN 条件))) (VP (VV 分析) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 最)) (VP (VA 易) (IP (VP (VV 发生) (NP (NN 泥石流))))))) (DEC 的)) (NP (NN 网格区))) (VP (VC 是) (NP (NN ⑤))))))) )!@#!@#!@#!@#指示_0(最易发生泥石流的网格区,⑤)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#0-6
7-A!@#由08时到20时，图中	①地风向偏北，风力逐渐减弱!@#y!@#由08时到20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱!@#由 08时 到 20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱!@#由 08时到20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱!@#由 08时 到 20时 ， 图 中 ①地 风向 偏北 ， 风力 逐渐 减弱!@#time PU NN LC loc term VA PU NN AD VV!@#NR PU NN LC NN NN VA PU NN AD VV!@#0!@#0 4!@#4!@#5!@#!@#!@#!@#( (IP (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ①地)) (NP (NN 风向)) (VP (VA 偏北))) (PU ，) (IP (NP (NN 风力)) (VP (ADVP (AD 逐渐)) (VP (VV 减弱))))) )!@#!@#!@#!@#其他陈述_0(①地,风向,偏北)变化_1(①地风力,#,逐渐减弱)!@#其他陈述 变化!@#1_9-10!@#4-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#时间状语!@#范围限定!@#!@#2-3!@#0-1
7-A-0!@#由08时到20时，图中	①地风向偏北!@#ed-ori!@#由08时到20时 ， 图 中 ①地 风向 偏北!@#由 08时 到 20时 ， 图 中 ①地 风向 偏北!@#由 08时到20时 ， 图 中 ①地 风向 偏北!@#由 08时 到 20时 ， 图 中 ①地 风向 偏北!@#time PU NN LC loc term VA!@#NR PU NN LC NN NN VA!@#0!@#0 4!@#4!@#5!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ①地)) (NP (NN 风向)) (VP (VA 偏北))) )!@#!@#!@#!@#其他陈述_0(①地,风向,偏北)!@#其他陈述!@#!@#4-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-A-1!@#由08时到20时，图中	①地风力逐渐减弱!@#ed-mod!@#由08时到20时 ， 图 中 ①地 风力 逐渐 减弱!@#由 08时 到 20时 ， 图 中 ①地 风力 逐渐 减弱!@#由 08时到20时 ， 图 中 ①地 风力 逐渐 减弱!@#由 08时 到 20时 ， 图 中 ①地 风力 逐渐 减弱!@#time PU NN LC loc term AD VV!@#NR PU NN LC NN NN AD VV!@#0!@#0 4!@#4!@#5!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR ①地)) (NP (NN 风力)))) (VP (ADVP (AD 逐渐)) (VP (VV 减弱)))) )!@#!@#!@#!@#变化_0(①地风力,#,逐渐减弱)!@#变化!@#0_6-7!@#4-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-B!@#由08时到20时，图中	②地受高压脊控制，天气持续晴朗!@#y!@#由08时到20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗!@#由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗!@#由 08时到20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗!@#由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制 ， 天气 持续 晴朗!@#time PU NN LC loc VV term NN PU NN VV VV!@#NR PU NN LC NN VV NN NN PU NN VV VA!@#0!@#0 4!@#4!@#6!@#!@#!@#!@#( (IP (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (VP (VV 受) (NP (NN 高压脊) (NN 控制)))) (PU ，) (NP (NN 天气)) (VP (VV 持续) (VP (VV 晴朗)))) )!@#!@#!@#!@#影响_0(高压脊,②地,#,受控制)其他陈述_1(②地,天气,持续晴朗)!@#其他陈述 影响!@#0_5-7!@#4-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-B-0!@#由08时到20时，图中	②地受高压脊控制!@#ed-ori!@#由08时到20时 ， 图 中 ②地 受 高压脊 控制!@#由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制!@#由 08时到20时 ， 图 中 ②地 受 高压脊 控制!@#由 08时 到 20时 ， 图 中 ②地 受 高压脊 控制!@#time PU NN LC loc VV term NN!@#NR PU NN LC NN VV NN NN!@#0!@#0 4!@#4!@#6!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (VP (VV 受) (NP (NN 高压脊) (NN 控制)))) )!@#!@#!@#!@#影响_0(高压脊,②地,#,#)!@#影响!@#0_5-7!@#4-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-B-1!@#由08时到20时，图中	②地天气持续晴朗!@#ed-mod!@#由08时到20时 ， 图 中 ②地 天气 持续 晴朗!@#由 08时 到 20时 ， 图 中 ②地 天气 持续 晴朗!@#由 08时到20时 ， 图 中 ②地 天气 持续 晴朗!@#由 08时 到 20时 ， 图 中 ②地 天气 持续 晴朗!@#time PU NN LC loc NN VV VV!@#NR PU NN LC NN NN VV VA!@#0!@#0 4!@#4!@#!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR ②地)) (NP (NN 天气))) (VP (VV 持续) (VP (VV 晴朗)))) )!@#!@#!@#!@#其他陈述_0(②地,天气,持续晴朗)!@#其他陈述!@#!@#4-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-C!@#由08时到20时，图中	低气压中心向东北方向移动并增强!@#None!@#由08时到20时 ， 图 中 低气压中心 向 东北 方向 移动 并 增强!@#由 08时 到 20时 ， 图 中 低 气压 中心 向 东北 方向 移动 并 增强!@#由 08时到20时 ， 图 中 低气压中心 向东 北方 向 移动 并 增强!@#由 08时 到 20时 ， 图 中 低气压中心 向 东北 方向 移动 并 增强!@#time PU NN LC term P NN NN VV CC VV!@#NR PU NN LC NN P NN NN VV CC VV!@#0!@#0!@#!@#4!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 低气压中心))) (VP (VP (PP (P 向) (NP (NN 东北) (NN 方向))) (VP (VV 移动))) (CC 并) (VP (VV 增强)))) )!@#!@#!@#!@#运动_0(低气压中心,东北方向,移动)变化_1(低气压中心,#,增强)!@#运动 变化!@#0_7-8 1_10!@#4-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
7-D!@#由08时到20时，图中	气旋中心附近暖锋移动快于冷锋!@#None!@#由08时到20时 ， 图 中 气旋中心 附近 暖锋 移动 快于 冷锋!@#由 08时 到 20时 ， 图 中 气旋 中心 附近 暖锋 移动 快于 冷锋!@#由 08时到20时 ， 图 中 气旋中心 附近 暖锋 移动 快于 冷锋!@#由 08时 到 20时 ， 图 中 气旋中心 附近 暖锋 移动 快于 冷锋!@#time PU NN LC term NN term NN VV NN!@#NR PU NN LC NN NN NN NN VV NN!@#0!@#0!@#!@#4 6!@#!@#!@#!@#( (IP (NP (NT 由08时到20时)) (PU ，) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 气旋中心) (NN 附近)) (NP (NN 暖锋) (NN 移动))) (VP (VV 快于) (NP (NN 冷锋)))) )!@#!@#!@#!@#比较_0(暖锋,移动,冷锋,#,快于)!@#比较!@#0_8!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#2-3!@#0-1
8-A!@#乍得湖流域	河流径流量的季节变化小!@#None!@#乍得湖 流域 河流径流量 的 季节 变化 小!@#乍得湖 流域 河流 径流量 的 季节 变化 小!@#乍得湖 流域 河流径流量 的 季节 变化 小!@#乍得湖 流域 河流径流量 的 季节 变化 小!@#loc NN term DEG NN NN VA!@#NR NN NN DEG NN NN VA!@#!@#!@#0!@#2!@#!@#!@#!@#( (IP (NP (DNP (NP (NP (NR 乍得湖) (NN 流域)) (NP (NN 河流径流量))) (DEG 的)) (NP (NN 季节) (NN 变化))) (VP (VA 小))) )!@#!@#!@#!@#其他陈述_0(乍得湖流域河流径流量,季节变化,小)!@#其他陈述!@#!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语(包括时间/地点短语)!@#!@#!@#
8-B!@#乍得湖流域	河水主要来源于冰雪融水!@#None!@#乍得湖 流域 河水 主要 来源于 冰雪 融水!@#乍得湖 流域 河水 主要 来源于 冰雪 融水!@#乍得湖 流域 河水 主要 来源于 冰雪融水!@#乍得湖 流域 河水 主要 来源于 冰雪融水!@#loc NN NN AD VV NN NN!@#NR NN NN AD VV NN NN!@#!@#!@#0!@#!@#!@#!@#!@#( (IP (NP (NR 乍得湖) (NN 流域)) (NP (NN 河水)) (VP (ADVP (AD 主要)) (VP (VV 来源于) (NP (NN 冰雪) (NN 融水))))) )!@#!@#!@#!@#其他陈述_0(乍得湖流域河水,来源于,冰雪融水)!@#其他陈述!@#!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
8-C!@#乍得湖流域	地表径流参与海陆间水循环!@#None!@#乍得湖 流域 地表径流 参与 海陆间水循环!@#乍得湖 流域 地表 径流 参与 海陆 间 水循环!@#乍得湖 流域 地表径流 参与 海陆间水循环!@#乍得湖 流域 地表径流 参与 海陆间水循环!@#loc NN term VV term!@#NR NN NN VV NN!@#!@#!@#0!@#2 4!@#!@#!@#!@#( (IP (NP (NP (NR 乍得湖) (NN 流域)) (NP (NN 地表径流))) (VP (VV 参与) (NP (NN 海陆间水循环)))) )!@#!@#!@#!@#其他陈述_0(乍得湖流域地表径流,参与,海陆间水循环)!@#其他陈述!@#!@#0-4!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
8-D!@#乍得湖流域	水面蒸发参与陆地内水循环!@#None!@#乍得湖 流域 水面 蒸发 参与 陆地内水循环!@#乍得湖 流域 水面 蒸发 参与 陆地 内 水循环!@#乍得湖 流域 水面 蒸发 参与 陆地内水循环!@#乍得湖 流域 水面 蒸发 参与 陆地内水循环!@#loc NN NN NN VV term!@#NR NN NN NN VV NN!@#!@#!@#0!@#5!@#!@#!@#!@#( (IP (NP (NP (NR 乍得湖) (NN 流域)) (NP (NN 水面) (NN 蒸发))) (VP (VV 参与) (NP (NN 陆地内水循环)))) )!@#!@#!@#!@#其他陈述_0(乍得湖流域水面蒸发,参与,陆地内水循环)!@#其他陈述!@#!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
9-A!@#根据图中信息可以判断	流域面积缩小!@#None!@#根据 图 中 信息 可以 判断 流域 面积 缩小!@#根据 图 中 信息 可以 判断 流域 面积 缩小!@#根据 图 中 信息 可以 判断 流域 面积 缩小!@#根据 图 中 信息 可以 判断 流域 面积 缩小!@#P NN LC NN VV VV NN NN VV!@#P NN LC NN VV VV NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 信息)))) (VP (VV 可以) (VP (VV 判断) (IP (NP (NN 流域) (NN 面积)) (VP (VV 缩小))))))) )!@#!@#!@#!@#变化_0(流域面积,#,缩小)!@#变化!@#0_8!@#6-8!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#null!@#名词短语+动词短语!@#5!@#0-5!@#
9-B!@#根据图中信息可以判断	湖泊水位总体下降!@#None!@#根据 图 中 信息 可以 判断 湖泊 水位 总体 下降!@#根据 图 中 信息 可以 判断 湖泊 水位 总体 下降!@#根据 图 中 信息 可以 判断 湖泊 水位 总体 下降!@#根据 图 中 信息 可以 判断 湖泊 水位 总体 下降!@#P NN LC NN VV VV NN NN NN VV!@#P NN LC NN VV VV NN NN NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 信息)))) (VP (VV 可以) (VP (VV 判断) (IP (NP (NN 湖泊) (NN 水位)) (VP (NP (NN 总体)) (VP (VV 下降)))))))) )!@#!@#!@#!@#变化_0(湖泊水位,#,下降)!@#变化!@#0_9!@#6-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-5!@#
9-C!@#根据图中信息可以判断	流域主体位于热带荒漠!@#None!@#根据 图 中 信息 可以 判断 流域 主体 位于 热带荒漠!@#根据 图 中 信息 可以 判断 流域 主体 位于 热带 荒漠!@#根据 图 中 信息 可以 判断 流域 主体 位于 热带荒漠!@#根据 图 中 信息 可以 判断 流域 主体 位于 热带荒漠!@#P NN LC NN VV VV NN NN VV term!@#P NN LC NN VV VV NN NN VV NN!@#!@#!@#!@#9!@#9!@#!@#!@#( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 信息)))) (VP (VV 可以) (VP (VV 判断) (IP (NP (NN 流域) (NN 主体)) (VP (VV 位于) (NP (NN 热带荒漠)))))))) )!@#!@#!@#!@#其他陈述_0(流域主体,位于,热带荒漠)!@#其他陈述!@#!@#6-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-5!@#
9-D!@#根据图中信息可以判断	1963年时湖底东南高，西北低!@#n!@#根据 图 中 信息 可以 判断 1963年 时 湖底 东南 高 ， 西北 低!@#根据 图 中 信息 可以 判断 1963年 时 湖底 东南 高 ， 西北 低!@#根据 图 中 信息 可以 判断 1963年 时湖底 东南 高 ， 西北 低!@#根据 图 中 信息 可以 判断 1963年 时湖底 东南 高 ， 西北 低!@#P NN LC NN VV VV time LC NN NN VA PU NN VA!@#P NN LC NN VV VV NT LC NN NN VA PU NN VA!@#6!@#6!@#!@#!@#!@#!@#!@#( (IP (IP (PP (P 根据) (LCP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 信息))) (VP (VV 可以) (VP (VV 判断) (NP (NT 1963年))))) (LC 时))) (NP (NN 湖底) (NN 东南)) (VP (VA 高))) (PU ，) (IP (NP (NN 西北)) (VP (VA 低)))) )!@#!@#!@#!@#时间限定_0(1963年时,1)分布_1(湖底,东南高，西北低)!@#时间限定 分布!@#1_9-10!@#6-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-5!@#
10-A!@#该城区地表温度的	高低变化与地表起伏呈正相关!@#None!@#该 城区 地表 温度 的 高低 变化 与 地表 起伏 呈 正 相关!@#该 城区 地表 温度 的 高低 变化 与 地表 起伏 呈 正 相关!@#该 城区 地表 温度 的 高低 变化 与 地表 起伏 呈 正 相关!@#该 城区 地表 温度 的 高低 变化 与 地表 起伏 呈 正 相关!@#DT NN NN NN DEG JJ NN CC NN NN VV AD VA!@#DT NN NN NN DEG JJ NN CC NN NN VV AD VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 城区))) (NP (DNP (NP (NN 地表) (NN 温度)) (DEG 的)) (NP (NP (ADJP (JJ 高低)) (NP (NN 变化))) (CC 与) (NP (NN 地表) (NN 起伏)))) (VP (VV 呈) (IP (VP (ADVP (AD 正)) (VP (VA 相关)))))) )!@#!@#!@#!@#影响_0(地标起伏,地表温度的高低变化,#,正相关)!@#影响!@#0_11-12!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语(包括时间/地点短语)!@#!@#!@#
10-B!@#该城区地表温度的	高值区变化是气候变暖的结果!@#None!@#该 城区 地表 温度 的 高值区 变化 是 气候 变暖 的 结果!@#该 城区 地表 温度 的 高值区 变化 是 气候 变暖 的 结果!@#该 城区 地表 温度 的 高值区 变化 是 气候 变暖 的 结果!@#该 城区 地表 温度 的 高值区 变化 是 气候 变暖 的 结果!@#DT NN NN NN DEG NN NN VC NN VA DEC NN!@#DT NN NN NN DEG NN NN VC NN VA DEC NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (DP (DT 该)) (NP (NN 城区))) (DNP (NP (NN 地表) (NN 温度)) (DEG 的)) (NP (NN 高值区) (NN 变化))) (VP (VC 是) (NP (CP (IP (NP (NN 气候)) (VP (VA 变暖))) (DEC 的)) (NP (NN 结果))))) )!@#!@#!@#!@#因素关联_0(气候变暖,该城区地表温度的高值区变化)!@#因素关联!@#0_11!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
10-C!@#该城区地表温度的	低值区是河流或绿地影响的结果!@#None!@#该 城区 地表 温度 的 低值区 是 河流 或 绿地 影响 的 结果!@#该 城区 地表 温度 的 低值区 是 河流 或 绿地 影响 的 结果!@#该 城区 地表 温度 的 低值区 是 河流 或 绿地 影响 的 结果!@#该 城区 地表 温度 的 低值区 是 河流 或 绿地 影响 的 结果!@#DT NN NN NN DEG NN VC NN CC NN NN DEG NN!@#DT NN NN NN DEG NN VC NN CC NN NN DEG NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NP (DP (DT 该)) (NP (NN 城区))) (DNP (NP (NN 地表) (NN 温度)) (DEG 的)) (NP (NN 低值区))) (VP (VC 是) (NP (DNP (NP (NN 河流) (CC 或) (NN 绿地) (NN 影响)) (DEG 的)) (NP (NN 结果))))) )!@#!@#!@#!@#因素关联_0(河流或绿地,该城区地表温度的低值区)!@#因素关联!@#0_12!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
10-D!@#该城区地表温度的	差异可导致地面风从城区吹向郊区!@#None!@#该 城区 地表 温度 的 差异 可 导致 地面 风 从 城区 吹向 郊区!@#该 城区 地表 温度 的 差异 可 导致 地面 风 从 城区 吹向 郊区!@#该 城区 地表 温度 的 差异 可 导致 地面 风 从 城区 吹向 郊区!@#该 城区 地表 温度 的 差异 可 导致 地面 风 从 城区 吹向 郊区!@#DT NN NN NN DEG NN VV VV NN NN P NN VV NN!@#DT NN NN NN DEG NN VV VV NN NN P NN VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 城区))) (NP (DNP (NP (NN 地表) (NN 温度)) (DEG 的)) (NP (NN 差异))) (VP (VV 可) (VP (VV 导致) (IP (NP (NN 地面) (NN 风)) (VP (PP (P 从) (NP (NN 城区))) (VP (VV 吹向) (NP (NN 郊区)))))))) )!@#!@#!@#!@#影响_0(该城区地表温度的差异,地面风,#,从城区吹向郊区)!@#影响!@#0_7!@#0-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
11-A!@#据图可以推断，从1982年到2004年该城区	建筑物占地面积增加!@#None!@#据 图 可以 推断 ， 从1982年到2004年 该 城区 建筑物 占地 面积 增加!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 建筑物 占地 面积 增加!@#据 图 可以 推断 ， 从 1982年到2004年 该 城区 建筑物 占地 面积 增加!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 建筑物 占地 面积 增加!@#P NN VV VV PU time DT NN NN NN NN VV!@#P NN VV VV PU NT DT NN NN NN NN VV!@#5!@#5!@#!@#!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 可以) (VP (VV 推断))))) (PU ，) (NP (NT 从1982年到2004年)) (NP (NP (DP (DT 该)) (NP (NN 城区))) (NP (NN 建筑物))) (NP (NN 占地) (NN 面积)) (VP (VV 增加))) )!@#!@#!@#!@#变化_0(该城区建筑物占地面积,#,增加)!@#变化!@#0_11!@#5-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#范围限定!@#名词短语(包括时间/地点短语)!@#!@#0-4!@#5
11-B!@#据图可以推断，从1982年到2004年该城区	南北部道路密度差异加大!@#None!@#据 图 可以 推断 ， 从1982年到2004年 该 城区 南北部 道路 密度 差异 加大!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 南北部 道路 密度 差异 加大!@#据 图 可以 推断 ， 从 1982年到2004年 该 城区 南北部 道路 密度 差异 加大!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 南北部 道路 密度 差异 加大!@#P NN VV VV PU time DT NN NN NN NN NN VV!@#P NN VV VV PU NT DT NN NN NN NN NN VV!@#5!@#5!@#!@#!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 可以) (VP (VV 推断))))) (PU ，) (NP (NT 从1982年到2004年)) (NP (NP (DP (DT 该)) (NP (NN 城区) (NN 南北部) (NN 道路) (NN 密度))) (NP (NN 差异))) (VP (VV 加大))) )!@#!@#!@#!@#变化_0(该城区南北部道路密度差异,#,加大)!@#变化!@#0_12!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#5
11-C!@#据图可以推断，从1982年到2004年该城区	商业区向城区中心集中!@#None!@#据 图 可以 推断 ， 从1982年到2004年 该 城区 商业区 向 城区 中心 集中!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 商业区 向 城区 中心 集中!@#据 图 可以 推断 ， 从 1982年到2004年 该 城区 商业区 向 城区 中心 集中!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 商业区 向 城区 中心 集中!@#P NN VV VV PU time DT NN NN P NN NN VV!@#P NN VV VV PU NT DT NN NN P NN NN VV!@#5!@#5!@#!@#!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 可以) (VP (VV 推断))))) (PU ，) (NP (NT 从1982年到2004年)) (NP (NP (DP (DT 该)) (NP (NN 城区))) (NP (NN 商业区))) (VP (PP (P 向) (NP (NN 城区) (NN 中心))) (VP (VV 集中)))) )!@#!@#!@#!@#运动_0(该城区商业区,向城区,集中)!@#运动!@#0_9-12!@#6-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#5
11-D!@#据图可以推断，从1982年到2004年该城区	空间形态没有发生变化!@#None!@#据 图 可以 推断 ， 从1982年到2004年 该 城区 空间 形态 没有 发生 变化!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 空间 形态 没有 发生 变化!@#据 图 可以 推断 ， 从 1982年到2004年 该 城区 空间 形态 没有 发生 变化!@#据 图 可以 推断 ， 从 1982年 到 2004年 该 城区 空间 形态 没有 发生 变化!@#P NN VV VV PU time DT NN NN NN VE VV NN!@#P NN VV VV PU NT DT NN NN NN VE VV NN!@#5!@#5!@#!@#!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 可以) (VP (VV 推断))))) (PU ，) (NP (NT 从1982年到2004年)) (NP (DP (DT 该)) (NP (NN 城区) (NN 空间) (NN 形态))) (VP (VE 没有) (IP (VP (VV 发生) (NP (NN 变化)))))) )!@#!@#!@#!@#其他陈述_0(该城区空间形态,没有发生,变化)!@#其他陈述!@#!@#6-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-4!@#5
